TRANSECT_CODE,YEAR,MONTH,DAY,WEEKNO,COUNT
1147,2014,7,22,17,5
1147,2014,7,31,18,7
1147,2014,8,7,19,5
1147,2014,8,19,21,1
1147,2014,9,2,23,1
1147,2015,6,23,12,1
1147,2015,6,30,13,4
1147,2015,7,3,14,2
1147,2015,7,9,15,4
1147,2015,7,15,16,5
1147,2015,7,23,17,5
1147,2015,7,30,18,4
1147,2015,8,8,19,2
1147,2015,8,12,20,3
1148,2003,6,20,12,2
1148,2003,6,26,13,11
1148,2003,7,12,15,16
1148,2003,7,26,17,4
1148,2003,7,30,18,5
1148,2003,8,9,19,4
1148,2004,6,14,11,1
1148,2004,6,25,13,5
1148,2004,7,9,15,1
1148,2005,5,26,8,1
1148,2005,6,18,12,1
1148,2005,6,26,13,5
1148,2005,7,1,14,1
1149,2004,7,18,16,8
1149,2004,7,27,17,3
1149,2004,8,2,18,5
1149,2004,8,5,19,11
1149,2004,8,25,21,1
1149,2005,6,28,13,6
1149,2005,7,9,15,26
1149,2005,7,16,16,11
1149,2005,8,1,18,16
1149,2005,8,8,19,6
1149,2005,8,17,20,10
1149,2005,8,20,21,7
1149,2005,8,29,22,2
1149,2006,6,23,12,3
1149,2006,6,27,13,6
1149,2006,7,5,14,13
1149,2006,7,13,15,18
1149,2006,7,18,16,11
1149,2006,7,25,17,12
1149,2006,8,7,19,10
1149,2006,8,16,20,3
1149,2006,8,24,21,1
1149,2007,6,10,11,1
1149,2007,6,27,13,8
1149,2007,7,8,15,14
1149,2007,7,24,17,7
1149,2007,7,29,18,9
1149,2007,7,31,18,8
1149,2007,8,8,19,4
1149,2008,6,16,11,2
1149,2008,6,23,12,6
1149,2008,7,1,14,10
1149,2008,7,13,15,15
1149,2008,7,28,17,9
1149,2008,8,8,19,14
1149,2009,6,22,12,6
1149,2009,6,28,13,8
1149,2009,7,10,15,8
1149,2009,7,20,16,7
1149,2009,7,25,17,12
1149,2009,8,5,19,4
1149,2009,8,13,20,5
1149,2010,6,28,13,13
1149,2010,7,3,14,9
1149,2010,7,8,15,11
1149,2010,7,25,17,9
1149,2010,8,3,18,13
1149,2010,8,5,19,6
1149,2010,8,15,20,14
1149,2010,8,21,21,4
1149,2011,6,17,12,5
1149,2011,6,27,13,9
1149,2011,7,10,15,18
1149,2011,7,19,16,24
1149,2011,7,25,17,25
1149,2011,8,1,18,9
1149,2011,8,5,19,4
1149,2011,8,25,21,9
1149,2012,7,5,14,4
1149,2012,7,10,15,1
1149,2012,7,20,16,22
1149,2012,7,26,17,10
1149,2012,8,2,18,12
1149,2012,8,12,20,28
1149,2012,8,20,21,5
1149,2013,7,7,14,7
1149,2013,7,11,15,5
1149,2013,7,15,16,15
1149,2013,7,26,17,15
1149,2013,7,30,18,9
1149,2013,8,7,19,9
1149,2014,6,21,12,5
1149,2014,6,29,13,14
1149,2014,7,7,14,13
1149,2014,7,14,15,11
1149,2014,7,17,16,9
1149,2014,7,22,17,7
1149,2014,7,30,18,2
1149,2014,8,7,19,18
1149,2015,6,27,13,3
1149,2015,7,9,15,11
1149,2015,7,16,16,17
1149,2015,7,30,18,9
1149,2015,8,7,19,9
1149,2015,8,12,20,4
1149,2015,8,23,21,5
1149,2015,8,27,22,1
1150,2005,6,27,13,2
1150,2005,7,7,14,2
1150,2005,7,11,15,3
1150,2005,7,20,16,4
1150,2005,8,7,19,3
1150,2005,8,17,20,1
1150,2005,8,20,21,1
1150,2006,6,29,13,1
1150,2006,7,5,14,3
1150,2006,7,18,16,6
1150,2006,7,22,17,4
1150,2006,8,3,18,4
1150,2006,8,7,19,2
1150,2006,8,22,21,1
1150,2007,6,26,13,3
1150,2007,7,8,15,3
1150,2007,7,19,16,3
1150,2007,7,31,18,6
1150,2007,8,8,19,2
1150,2008,6,20,12,1
1150,2008,7,1,14,3
1150,2008,7,21,16,3
1150,2008,7,26,17,3
1150,2008,7,30,18,4
1150,2008,8,8,19,7
1150,2008,8,22,21,2
1150,2009,6,22,12,4
1150,2009,6,28,13,2
1150,2009,7,10,15,3
1150,2009,7,27,17,2
1150,2009,8,2,18,2
1150,2009,8,22,21,1
1150,2010,6,20,12,1
1150,2010,6,27,13,3
1150,2010,7,8,15,4
1150,2010,7,21,16,2
1150,2010,7,29,18,2
1150,2010,8,19,21,2
1150,2011,6,22,12,2
1150,2011,6,28,13,4
1150,2011,7,4,14,2
1150,2011,7,10,15,2
1150,2011,7,19,16,3
1150,2011,7,25,17,3
1150,2011,8,3,18,3
1150,2011,8,9,19,2
1150,2011,8,16,20,1
1150,2012,6,20,12,1
1150,2012,6,27,13,2
1150,2012,7,3,14,2
1150,2012,7,14,15,2
1150,2012,7,19,16,2
1150,2012,7,25,17,2
1150,2012,8,2,18,1
1150,2012,8,11,19,2
1150,2012,8,17,20,1
1150,2014,6,19,12,2
1150,2014,6,29,13,4
1150,2014,7,2,14,4
1150,2014,7,9,15,3
1150,2014,7,20,16,2
1150,2014,7,24,17,3
1150,2014,7,30,18,2
1150,2014,8,9,19,1
1150,2015,6,28,13,1
1150,2015,7,4,14,2
1150,2015,7,9,15,5
1150,2015,7,15,16,3
1150,2015,7,23,17,4
1150,2015,8,1,18,4
1150,2015,8,6,19,3
1150,2015,8,12,20,1
1150,2015,8,23,21,1
1151,2002,7,14,15,3
1151,2002,7,16,16,5
1151,2002,8,4,18,6
1151,2002,8,12,20,3
1151,2003,6,29,13,4
1151,2006,7,4,14,6
1151,2006,7,14,15,8
1151,2006,7,24,17,7
1151,2006,8,7,19,2
1151,2007,6,27,13,2
1151,2007,7,5,14,1
1151,2007,7,11,15,1
1151,2007,7,18,16,2
1151,2007,7,24,17,2
1151,2007,7,30,18,2
1151,2007,8,17,20,1
1151,2007,8,28,22,2
1151,2008,6,30,13,1
1151,2008,7,4,14,1
1151,2008,7,9,15,3
1151,2008,7,21,16,2
1151,2008,7,25,17,2
1151,2008,8,4,18,3
1151,2008,8,8,19,1
1151,2008,8,17,20,1
1151,2009,6,26,13,1
1151,2009,7,2,14,7
1151,2009,7,10,15,11
1151,2009,7,27,17,3
1151,2009,8,6,19,3
1151,2009,8,13,20,1
1151,2009,8,24,21,2
1151,2010,5,13,7,3
1151,2010,6,19,12,1
1151,2010,6,24,13,4
1151,2010,7,3,14,12
1151,2010,7,12,15,9
1151,2010,7,21,16,6
1151,2010,7,28,17,5
1151,2010,8,3,18,2
1151,2010,8,8,19,2
1151,2010,8,18,20,1
1151,2010,8,21,21,2
1151,2010,8,26,22,1
1151,2010,9,2,23,1
1151,2011,6,21,12,2
1151,2011,6,28,13,6
1151,2011,7,1,14,4
1151,2011,7,12,15,6
1151,2011,7,21,16,3
1151,2011,7,24,17,6
1151,2011,8,3,18,4
1151,2011,8,9,19,3
1151,2011,8,17,20,1
1151,2012,6,26,13,3
1151,2012,7,3,14,6
1151,2012,7,12,15,10
1151,2012,7,21,16,16
1151,2012,8,3,18,9
1151,2012,8,10,19,6
1151,2012,8,14,20,5
1151,2012,8,20,21,4
1151,2012,9,2,23,1
1151,2013,7,7,14,5
1151,2013,7,12,15,13
1151,2013,7,16,16,14
1151,2013,7,28,17,5
1151,2013,8,1,18,6
1151,2013,8,7,19,3
1151,2013,8,15,20,2
1151,2013,8,22,21,1
1151,2013,8,28,22,1
1151,2014,6,18,12,1
1151,2014,6,30,13,9
1151,2014,7,2,14,11
1151,2014,7,8,15,12
1151,2014,7,15,16,5
1151,2014,7,28,17,4
1151,2014,8,4,18,1
1151,2015,6,24,13,1
1151,2015,7,3,14,6
1151,2015,7,10,15,10
1151,2015,7,16,16,11
1151,2015,7,24,17,6
1151,2015,7,30,18,4
1151,2015,8,6,19,2
1151,2015,8,17,20,1
1151,2015,8,30,22,1
1153,2006,6,17,12,3
1153,2006,7,3,14,9
1153,2006,7,14,15,7
1153,2006,7,18,16,7
1153,2006,7,22,17,8
1153,2006,8,3,18,3
1153,2006,8,7,19,2
1153,2006,8,17,20,3
1153,2007,6,21,12,3
1153,2007,6,29,13,4
1153,2007,7,7,14,4
1153,2007,7,9,15,3
1153,2007,7,16,16,4
1153,2007,7,24,17,1
1153,2007,7,29,18,1
1153,2007,8,9,19,2
1153,2007,8,15,20,2
1153,2008,7,4,14,2
1153,2008,7,9,15,4
1153,2008,7,24,17,4
1153,2008,7,29,18,3
1153,2009,6,13,11,1
1153,2009,6,23,12,2
1153,2009,6,28,13,3
1153,2009,7,9,15,3
1153,2009,7,18,16,3
1153,2009,7,23,17,5
1153,2009,7,30,18,3
1153,2009,8,6,19,4
1153,2009,8,13,20,2
1153,2009,8,20,21,1
1153,2010,6,21,12,10
1153,2010,6,30,13,6
1153,2010,7,6,14,8
1153,2010,7,21,16,7
1153,2010,7,22,17,3
1153,2010,8,1,18,4
1153,2010,8,7,19,5
1153,2010,8,15,20,3
1153,2010,8,21,21,1
1153,2011,6,20,12,2
1153,2011,6,27,13,3
1153,2011,7,4,14,7
1153,2011,7,10,15,8
1153,2011,7,19,16,6
1153,2011,7,26,17,5
1153,2011,7,30,18,5
1153,2011,8,5,19,6
1153,2011,8,14,20,3
1153,2011,8,22,21,2
1153,2011,8,31,22,1
1153,2011,9,3,23,1
1153,2012,6,29,13,2
1153,2012,7,5,14,3
1153,2012,7,11,15,2
1153,2012,7,18,16,5
1153,2012,7,27,17,5
1153,2012,8,2,18,5
1153,2012,8,9,19,4
1153,2012,8,14,20,2
1153,2012,8,22,21,1
1153,2012,8,26,22,2
1153,2014,6,18,12,1
1153,2014,6,26,13,4
1153,2014,7,5,14,5
1153,2014,7,11,15,15
1153,2014,7,17,16,7
1153,2014,7,26,17,6
1153,2014,8,4,18,3
1153,2014,8,23,21,1
1153,2015,6,30,13,2
1153,2015,7,3,14,3
1153,2015,7,10,15,9
1153,2015,7,15,16,11
1153,2015,7,25,17,4
1153,2015,7,30,18,4
1153,2015,8,7,19,6
1153,2015,8,13,20,4
1153,2015,8,24,21,2
1155,2007,6,28,13,1
1155,2007,6,30,13,1
1155,2007,7,24,17,2
1155,2007,7,31,18,3
1155,2007,8,6,19,3
1155,2007,8,21,21,1
1155,2007,9,3,23,1
1155,2009,6,25,13,3
1155,2009,7,2,14,8
1155,2009,7,9,15,10
1155,2009,7,15,16,12
1155,2009,7,23,17,8
1155,2009,8,4,18,4
1155,2009,8,8,19,4
1155,2009,8,17,20,3
1155,2009,8,22,21,2
1155,2010,6,22,12,18
1155,2010,7,2,14,10
1155,2010,7,8,15,9
1155,2010,7,21,16,8
1155,2010,8,8,19,5
1155,2010,8,16,20,4
1155,2010,8,25,21,3
1155,2010,8,31,22,1
1155,2010,9,2,23,4
1156,2006,5,16,7,1
1156,2006,6,23,12,1
1156,2006,6,28,13,2
1156,2006,7,4,14,1
1156,2006,7,10,15,6
1156,2006,7,17,16,4
1156,2006,7,24,17,5
1156,2006,8,3,18,3
1156,2006,8,14,20,1
1156,2007,7,9,15,2
1156,2007,7,16,16,2
1156,2007,7,24,17,2
1156,2007,8,8,19,1
1157,2007,6,28,13,2
1157,2007,7,8,15,6
1157,2007,7,21,16,1
1157,2007,7,24,17,1
1157,2007,7,29,18,2
1157,2007,8,8,19,2
1157,2008,6,28,13,3
1157,2008,7,9,15,4
1157,2008,7,16,16,5
1157,2008,8,8,19,2
1157,2008,8,20,21,2
1157,2009,7,1,14,3
1157,2009,7,10,15,4
1157,2009,7,16,16,2
1157,2009,8,2,18,4
1157,2009,8,5,19,4
1157,2010,7,2,14,5
1157,2010,7,16,16,5
1157,2010,7,23,17,2
1157,2010,8,2,18,3
1157,2010,8,8,19,4
1157,2010,8,15,20,1
1157,2010,8,19,21,1
1157,2011,6,23,12,1
1157,2011,6,28,13,2
1157,2011,7,2,14,3
1157,2011,7,12,15,3
1157,2011,7,26,17,1
1157,2011,8,2,18,2
1157,2011,8,22,21,1
1157,2011,9,1,22,1
1157,2012,7,11,15,2
1157,2012,7,21,16,2
1157,2012,7,27,17,4
1157,2012,8,4,18,3
1157,2012,8,11,19,3
1157,2012,8,20,21,1
1157,2013,7,7,14,3
1157,2013,7,14,15,2
1157,2013,7,18,16,3
1157,2013,7,26,17,4
1157,2013,7,31,18,2
1157,2013,8,10,19,1
1157,2013,8,18,20,2
1157,2013,8,19,21,2
1157,2014,6,21,12,2
1157,2014,6,29,13,3
1157,2014,7,5,14,4
1157,2014,7,11,15,1
1157,2014,7,17,16,2
1157,2014,7,23,17,3
1157,2014,7,31,18,3
1157,2015,7,3,14,2
1157,2015,7,12,15,3
1157,2015,7,17,16,4
1157,2015,7,23,17,3
1157,2015,8,1,18,3
1157,2015,8,7,19,3
1157,2015,8,17,20,1
1157,2015,9,6,23,1
1159,2008,6,29,13,1
1159,2008,7,4,14,2
1159,2008,7,13,15,2
1159,2008,7,21,16,2
1159,2008,7,24,17,2
1159,2008,8,8,19,2
1159,2008,8,16,20,1
1159,2009,7,1,14,3
1159,2009,7,10,15,1
1159,2009,7,20,16,2
1159,2010,6,25,13,2
1159,2010,7,2,14,5
1159,2010,7,27,17,1
1159,2010,8,1,18,1
1159,2010,8,8,19,2
1159,2011,6,28,13,5
1159,2011,7,11,15,1
1159,2011,7,15,16,1
1159,2011,7,27,17,3
1159,2011,8,3,18,2
1159,2011,8,9,19,3
1159,2012,7,21,16,2
1159,2012,7,27,17,1
1159,2012,8,8,19,2
1159,2012,8,14,20,1
1159,2013,7,14,15,3
1159,2013,7,17,16,4
1159,2013,7,22,17,5
1159,2013,8,7,19,3
1159,2013,8,25,21,1
1159,2014,6,28,13,1
1159,2014,7,5,14,1
1159,2014,7,8,15,5
1159,2014,7,15,16,2
1159,2014,7,23,17,1
1159,2015,7,16,16,5
1159,2015,8,1,18,2
1159,2015,8,6,19,1
1159,2015,8,16,20,1
1161,2009,6,16,11,1
1161,2009,6,25,13,3
1161,2009,7,10,15,7
1161,2009,8,11,19,5
1161,2009,8,18,20,2
1161,2009,8,27,22,1
1161,2013,7,12,15,9
1161,2013,7,17,16,10
1161,2013,7,22,17,7
1161,2013,8,1,18,5
1161,2013,8,8,19,4
1161,2013,8,14,20,2
1161,2013,8,20,21,1
1161,2013,8,26,22,3
1161,2014,6,21,12,2
1161,2014,6,25,13,3
1161,2014,7,1,14,5
1161,2014,7,9,15,7
1161,2014,7,17,16,7
1161,2014,7,25,17,4
1161,2014,8,4,18,3
1161,2014,8,9,19,2
1161,2014,8,15,20,1
1161,2014,8,20,21,1
1161,2015,6,27,13,2
1161,2015,7,1,14,2
1161,2015,7,9,15,4
1161,2015,7,15,16,7
1161,2015,7,23,17,5
1161,2015,8,2,18,6
1161,2015,8,7,19,4
1161,2015,8,12,20,5
1161,2015,8,19,21,2
1161,2015,8,27,22,1
1161,2015,9,13,24,1
1162,2009,6,25,13,1
1162,2009,6,29,13,5
1162,2009,7,8,15,20
1162,2009,7,14,15,15
1162,2009,7,30,18,3
1162,2009,8,5,19,2
1162,2010,7,6,14,2
1162,2011,7,11,15,11
1163,2010,6,18,12,2
1163,2010,6,25,13,13
1163,2010,7,3,14,7
1163,2010,7,21,16,8
1163,2010,7,23,17,7
1163,2010,8,8,19,3
1163,2010,8,12,20,2
1163,2010,8,21,21,1
1163,2011,6,20,12,2
1163,2011,6,28,13,3
1163,2011,7,3,14,4
1163,2011,7,10,15,7
1163,2011,7,21,16,5
1163,2011,7,27,17,3
1163,2011,8,3,18,2
1163,2011,8,9,19,4
1163,2011,8,17,20,2
1163,2011,8,22,21,1
1163,2011,9,1,22,1
1163,2012,7,5,14,4
1163,2012,7,14,15,7
1163,2012,7,21,16,8
1163,2012,7,27,17,8
1163,2012,8,2,18,6
1163,2012,8,8,19,6
1163,2012,8,14,20,2
1163,2012,8,20,21,1
1163,2013,6,26,13,1
1163,2013,7,3,14,3
1163,2013,7,13,15,13
1163,2013,7,15,16,8
1163,2013,7,24,17,11
1163,2013,8,3,18,9
1163,2013,8,7,19,4
1163,2014,6,20,12,2
1163,2014,7,4,14,2
1163,2014,7,11,15,10
1163,2014,7,17,16,9
1163,2014,7,22,17,9
1163,2014,8,3,18,7
1163,2014,8,8,19,5
1163,2014,8,14,20,3
1163,2014,8,20,21,2
1163,2015,6,27,13,3
1163,2015,7,1,14,3
1163,2015,7,10,15,8
1163,2015,7,15,16,7
1163,2015,7,24,17,5
1163,2015,7,30,18,6
1163,2015,8,11,19,4
1164,2010,6,26,13,9
1164,2010,8,4,18,2
1164,2010,9,1,22,1
1164,2011,6,20,12,2
1164,2011,6,27,13,3
1164,2011,7,4,14,8
1164,2011,7,11,15,5
1164,2011,7,27,17,2
1164,2011,7,30,18,4
1164,2011,8,15,20,2
1164,2011,8,22,21,1
1164,2012,6,18,12,1
1164,2012,7,11,15,5
1164,2012,7,25,17,4
1164,2012,8,2,18,5
1164,2012,8,10,19,6
1164,2013,6,8,10,1
1164,2013,7,6,14,2
1164,2013,7,11,15,8
1164,2013,7,19,16,8
1164,2013,7,27,17,5
1164,2013,8,4,18,2
1164,2013,8,26,22,1
1164,2014,6,18,12,2
1164,2014,6,29,13,7
1164,2014,7,1,14,5
1164,2014,7,8,15,11
1164,2014,7,17,16,6
1164,2014,7,23,17,3
1164,2015,6,27,13,1
1164,2015,7,3,14,2
1164,2015,7,10,15,3
1164,2015,7,15,16,4
1164,2015,7,16,16,4
1164,2015,7,22,17,6
1164,2015,7,25,17,3
1164,2015,7,29,18,3
1164,2015,8,1,18,4
1164,2015,8,8,19,3
1164,2015,8,12,20,3
1164,2015,8,19,21,2
1164,2015,9,6,23,2
1165,2010,7,3,14,4
1165,2010,7,12,15,3
1165,2010,7,21,16,6
1165,2010,7,28,17,4
1165,2010,8,8,19,1
1165,2010,8,21,21,1
1165,2010,9,2,23,1
1165,2011,7,1,14,3
1165,2011,7,12,15,5
1165,2011,7,21,16,1
1165,2011,7,24,17,10
1165,2011,8,3,18,1
1165,2011,8,9,19,2
1165,2012,7,3,14,2
1165,2012,7,12,15,4
1165,2012,7,21,16,3
1165,2012,8,3,18,1
1165,2012,8,14,20,2
1166,2011,6,11,11,4
1166,2011,6,20,12,1
1166,2011,6,26,13,1
1166,2011,7,3,14,4
1166,2011,7,11,15,3
1166,2011,7,19,16,4
1166,2011,7,24,17,3
1166,2011,8,3,18,3
1166,2011,8,9,19,2
1166,2011,8,15,20,3
1166,2012,7,5,14,1
1166,2012,7,11,15,3
1166,2012,7,15,16,2
1166,2012,7,22,17,4
1166,2012,8,2,18,3
1166,2012,8,8,19,2
1166,2012,8,23,21,2
1166,2014,6,18,12,1
1166,2014,6,24,13,1
1166,2014,7,7,14,5
1166,2014,7,9,15,5
1166,2014,7,15,16,7
1166,2014,7,23,17,5
1166,2014,8,4,18,2
1166,2014,8,7,19,2
1166,2014,8,15,20,2
1166,2014,8,20,21,2
1166,2014,8,26,22,1
1166,2015,6,30,13,2
1166,2015,7,3,14,4
1166,2015,7,9,15,2
1166,2015,7,15,16,5
1166,2015,7,23,17,2
1166,2015,7,30,18,4
1166,2015,8,6,19,3
1166,2015,8,13,20,3
1166,2015,8,26,22,1
1167,2012,7,24,17,2
1167,2012,7,31,18,3
1167,2012,8,7,19,4
1168,2013,7,7,14,3
1168,2013,7,12,15,10
1168,2013,7,16,16,40
1168,2013,7,24,17,32
1168,2013,8,7,19,20
1168,2013,8,14,20,15
1168,2013,8,28,22,3
1168,2013,9,4,23,1
1168,2014,6,17,12,1
1168,2014,7,1,14,15
1168,2014,7,11,15,19
1168,2014,7,20,16,11
1168,2014,7,25,17,21
1168,2014,8,4,18,15
1168,2014,8,9,19,3
1168,2014,8,15,20,5
1168,2014,8,19,21,3
1168,2014,9,1,22,1
1168,2014,9,5,23,1
1168,2015,7,3,14,4
1168,2015,7,9,15,8
1168,2015,7,16,16,18
1168,2015,7,23,17,7
1168,2015,7,30,18,3
1168,2015,8,7,19,9
1168,2015,8,11,19,10
1168,2015,8,18,20,4
1168,2015,8,24,21,3
1168,2015,8,29,22,1
1168,2015,9,8,23,1
1168,2015,9,15,24,1
1169,2013,6,25,13,1
1169,2013,7,6,14,1
1169,2013,7,10,15,2
1169,2013,7,17,16,3
1169,2013,7,22,17,3
1169,2013,8,1,18,2
1169,2013,8,8,19,3
1169,2013,8,14,20,2
1169,2013,8,22,21,1
1169,2014,6,29,13,5
1169,2014,7,1,14,5
1169,2014,7,8,15,4
1169,2014,7,17,16,4
1169,2014,7,22,17,2
1169,2014,7,31,18,1
1169,2014,8,5,19,1
1169,2015,7,3,14,1
1169,2015,7,10,15,2
1169,2015,7,18,16,3
1169,2015,7,24,17,3
1169,2015,8,2,18,2
1169,2015,8,15,20,2
1169,2015,8,25,21,1
1170,2013,6,13,11,1
1170,2013,7,6,14,3
1170,2013,7,30,18,2
1170,2013,8,1,18,2
1170,2013,8,6,19,3
1170,2013,8,13,20,3
1170,2013,8,22,21,1
1172,2014,6,19,12,4
1172,2014,6,29,13,7
1172,2014,7,6,14,6
1172,2014,7,13,15,5
1172,2014,7,22,17,3
1172,2014,7,30,18,4
1172,2014,8,6,19,2
1172,2014,8,18,20,2
1172,2015,6,23,12,1
1172,2015,7,23,17,8
1173,2014,6,22,12,8
1173,2014,6,30,13,23
1173,2014,7,7,14,42
1173,2014,7,17,16,17
1173,2014,7,22,17,15
1173,2014,7,31,18,10
1173,2014,8,4,18,10
1173,2014,8,11,19,1
1173,2015,6,23,12,1
1173,2015,6,27,13,1
1173,2015,7,1,14,4
1173,2015,7,9,15,13
1173,2015,7,15,16,15
1173,2015,7,23,17,9
1173,2015,8,3,18,4
1173,2015,8,7,19,7
1173,2015,8,13,20,5
1173,2015,8,19,21,5
1173,2015,8,27,22,5
1173,2015,9,2,23,2
1175,2014,6,18,12,2
1175,2014,6,29,13,9
1175,2014,7,5,14,7
1175,2014,7,11,15,7
1175,2014,7,15,16,5
1175,2014,7,22,17,4
1175,2014,8,5,19,2
1175,2015,7,3,14,2
1175,2015,7,8,15,2
1175,2015,7,15,16,5
1175,2015,8,8,19,3
1175,2015,8,12,20,1
1175,2015,8,23,21,2
1176,2014,6,17,12,1
1176,2014,6,24,13,3
1176,2014,7,1,14,5
1176,2014,7,9,15,4
1176,2014,7,15,16,4
1176,2014,7,22,17,3
1176,2014,7,29,18,2
1176,2014,8,5,19,3
1176,2015,6,30,13,2
1176,2015,7,4,14,2
1176,2015,7,10,15,4
1176,2015,7,15,16,3
1176,2015,7,23,17,5
1176,2015,7,30,18,4
1176,2015,8,7,19,2
1176,2015,8,12,20,3
1176,2015,8,20,21,1
1177,2014,6,17,12,2
1177,2014,6,29,13,4
1177,2014,7,1,14,5
1177,2014,7,9,15,7
1177,2014,7,17,16,4
1177,2014,7,22,17,3
1177,2014,7,31,18,3
1177,2014,8,5,19,3
1178,2014,6,18,12,1
1178,2014,6,29,13,1
1178,2014,7,1,14,2
1178,2014,7,8,15,2
1178,2014,7,17,16,2
1178,2014,7,22,17,2
1178,2014,7,31,18,1
1178,2014,8,5,19,1
1178,2015,7,4,14,1
1178,2015,7,9,15,1
1178,2015,7,15,16,2
1178,2015,7,23,17,1
1178,2015,8,1,18,1
1178,2015,8,7,19,1
1178,2015,8,19,21,1
1179,2015,6,29,13,1
1179,2015,7,3,14,3
1179,2015,7,10,15,5
1179,2015,7,15,16,9
1179,2015,7,22,17,14
1179,2015,7,29,18,4
1179,2015,8,6,19,2
1179,2015,8,12,20,2
1179,2015,8,19,21,2
1179,2015,9,7,23,1
1179,2015,9,22,25,1
1179,2015,9,29,26,1
1180,2015,7,1,14,1
1180,2015,7,9,15,2
1180,2015,7,15,16,3
1180,2015,7,23,17,2
1180,2015,7,29,18,2
1180,2015,8,7,19,1
1180,2015,8,12,20,1
1180,2015,8,19,21,1
1180,2015,9,5,23,1
1181,2015,7,5,14,2
1181,2015,7,9,15,3
1181,2015,7,16,16,2
1181,2015,8,8,19,2
1181,2015,8,12,20,1
1181,2015,8,19,21,1
1208,2009,6,22,12,3
1208,2009,6,25,13,2
1208,2009,7,2,14,7
1208,2009,7,10,15,2
1208,2009,7,16,16,3
1208,2009,7,28,17,1
1208,2009,8,2,18,2
1208,2009,8,9,19,2
1208,2009,8,15,20,2
1208,2009,8,19,21,2
1208,2009,9,1,22,2
1208,2009,9,6,23,1
1208,2009,9,11,24,1
1208,2009,9,18,25,1
1208,2010,6,28,13,5
1208,2010,7,1,14,2
1208,2010,7,9,15,5
1208,2010,7,19,16,5
1208,2010,7,24,17,3
1208,2010,7,30,18,4
1208,2010,8,9,19,4
1208,2010,8,15,20,3
1208,2010,8,22,21,4
1208,2010,9,1,22,2
1208,2010,9,3,23,2
1208,2010,9,9,24,1
1208,2010,9,22,25,1
1208,2011,6,13,11,3
1208,2011,6,21,12,4
1208,2011,6,27,13,3
1208,2011,7,1,14,5
1208,2011,7,11,15,4
1208,2011,7,15,16,4
1208,2011,7,27,17,3
1208,2011,7,29,18,3
1208,2011,8,10,19,2
1208,2011,8,17,20,8
1208,2011,8,19,21,6
1208,2011,9,1,22,5
1208,2011,9,2,23,5
1208,2011,9,9,24,4
1208,2011,9,30,27,1
1208,2012,6,26,13,3
1208,2012,7,5,14,7
1208,2012,7,12,15,6
1208,2012,7,15,16,6
1208,2012,7,23,17,10
1208,2012,8,3,18,8
1208,2012,8,10,19,18
1208,2012,8,12,20,15
1208,2012,8,23,21,14
1208,2012,8,31,22,15
1208,2012,9,3,23,10
1208,2012,9,9,24,10
1208,2012,9,17,25,2
1208,2012,9,27,26,1
1208,2013,7,5,14,2
1208,2013,7,9,15,10
1208,2013,7,15,16,30
1208,2013,7,22,17,27
1208,2013,8,1,18,18
1208,2013,8,7,19,18
1208,2013,8,12,20,23
1208,2013,8,19,21,15
1208,2013,8,31,22,9
1208,2013,9,5,23,9
1208,2013,9,12,24,4
1208,2013,9,20,25,1
1208,2014,6,8,10,1
1208,2014,6,12,11,3
1208,2014,6,20,12,8
1208,2014,6,30,13,11
1208,2014,7,2,14,10
1208,2014,7,9,15,4
1208,2014,7,21,16,10
1208,2014,7,22,17,12
1208,2014,8,3,18,9
1208,2014,8,7,19,10
1208,2014,8,20,21,3
1208,2014,8,28,22,3
1208,2014,9,8,23,1
1208,2014,9,9,24,5
1208,2015,6,18,12,1
1208,2015,6,24,13,2
1208,2015,7,6,14,7
1208,2015,7,14,15,8
1208,2015,7,21,16,7
1208,2015,7,28,17,5
1208,2015,7,31,18,6
1208,2015,8,6,19,4
1208,2015,8,17,20,4
1208,2015,8,21,21,4
1208,2015,8,28,22,3
1208,2015,9,6,23,2
1208,2015,9,10,24,4
1208,2015,9,23,26,2
1209,2006,6,17,12,2
1209,2006,6,24,13,7
1209,2006,7,9,15,5
1209,2006,7,16,16,30
1209,2006,7,23,17,7
1209,2006,7,30,18,1
1209,2007,6,17,12,5
1209,2007,6,23,12,7
1209,2007,7,14,15,2
1209,2007,7,22,17,3
1209,2007,7,28,17,3
1209,2007,8,5,19,1
1209,2008,6,15,11,1
1209,2008,6,28,13,5
1209,2008,7,7,14,5
1209,2008,7,10,15,3
1209,2008,7,12,15,1
1209,2008,7,20,16,3
1209,2008,7,26,17,3
1209,2008,8,2,18,4
1209,2008,8,10,19,2
1209,2008,8,16,20,3
1209,2009,6,13,11,2
1209,2009,6,21,12,3
1209,2009,6,28,13,3
1209,2009,7,5,14,3
1209,2009,7,12,15,3
1209,2009,7,18,16,9
1209,2009,7,25,17,3
1209,2009,8,2,18,1
1209,2009,8,8,19,1
1209,2010,6,26,13,2
1209,2010,7,3,14,1
1209,2010,7,11,15,2
1209,2010,7,18,16,2
1209,2010,7,25,17,6
1209,2010,7,31,18,1
1209,2010,8,8,19,1
1209,2011,6,14,11,1
1209,2011,6,19,12,2
1209,2011,7,3,14,5
1209,2011,7,15,16,1
1209,2011,7,22,17,3
1209,2011,7,31,18,2
1209,2011,8,19,21,2
1210,2006,6,23,12,9
